EVA_NR;DS100;IFOPT;NAME;Longitude;Latitude;Betreiber_Name
8011962;WJT;de:12060:900350811;Joachimsthal;13,749473;52,98038;DB Station und Service AG
8011963;DJA;de:14523:1117;Jocketa;12,170103;50,555297;DB Station und Service AG
8011966;DJZ;de:14523:1118;Jößnitz;12,139827;50,537618;DB Station und Service AG
8011967;DJ;de:14521:40342;Johanngeorgenstadt;12,728736;50,437596;DB RegioNetz Infrastruktur GmbH
8011968;BJA;de:12072:900245007;Altes Lager;12,989048;52,017356;DB Station und Service AG
8011970;DCKI;de:14511:30417;Chemnitz Kinderwaldstätte;12,953568;50,884211;DB Station und Service AG
8011971;DCM;de:14511:30393;Chemnitz Mitte;12,912587;50,826628;DB Station und Service AG
8011974;DCBH,DCBO;de:14511:30377;Chemnitz-Borna Hp;12,894459;50,859867;DB Station und Service AG
8011977;DCHA;de:14511:60818;Chemnitz-Harthau;12,9241598;50,7769036;City-Bahn Chemnitz GmbH
8011979;DCC;de:14511:55979;Chemnitz-Schönau;12,8765;50,818095;DB Station und Service AG
8011980;DCSI;de:14511:30435;Chemnitz-Siegmar;12,84251;50,815561;DB Station und Service AG
8011981;BKAB;de:12061:900260012;Kablow;13,721351;52,300067;DB Station und Service AG
8011983;LKF;de:14730:8011983;Kämmereiforst;12,5411886;51,4761543;DB Station und Service AG
8011985;UKA;de:16074:8011985;Kahla(Thür);11,589104;50,808926;DB Station und Service AG
8011988;DKA;de:14625:6201;Kamenz(Sachs);14,092192;51,273781;DB Station und Service AG
8011991;WKAB;de:13075:6228;Karlsburg;13,609802;53,982447;Usedomer Bäderbahn GmbH
8011992;WKH;de:13075:4239;Karlshagen;13,83143;54,116755;Usedomer Bäderbahn GmbH
8011993;UKF B;de:15084:8011993;Karsdorf;11,655766;51,280688;DB Station und Service AG
8011994;WKT;de:12070:900215455;Karstädt;11,738618;53,160684;DB Station und Service AG
8011995;WKAR;de:13074:5265;Kalsow;11,57835;53,925699;DB Station und Service AG
8011999;UKH;de:16073:8011999;Katzhütte;11,06111;50,561065;DB RegioNetz Infrastruktur GmbH
8012000;UKL;de:16073:8012000;Kaulsdorf(Saale);11,4333612;50,6116968;DB Station und Service AG
8012002;WKV;de:13072:9000;Kavelstorf(Kr Rostock);12,197821;54,007081;DB Station und Service AG
8012005;WKEN;de:13073:387;Kenz;12,741013;54,329875;Usedomer Bäderbahn GmbH
8012006;BKE;de:12071:900445801;Kerkwitz;14,627567;51,909578;DB Station und Service AG
8012007;UKIE;de:16068:8012007;Kiebitzhöhe;11,2035602;51,1810378;DB Station und Service AG
8012009;WKJ;de:13076:4669;Kirch-Jesar;11,263321;53,448596;DB Station und Service AG
8012011;LKIM;de:12051:900275719;Kirchmöser;12,422206;52,375235;DB Station und Service AG
8012012;UKI;de:15084:8012012;Kirchscheidungen;11,66257;51,2447;DB Station und Service AG
8012014;LKD H;de:15090:8012014;Kläden(Stendal);11,654836;52,637814;DB Station und Service AG
8012015;BKLD;de:12060:900350153;Klandorf;13,555957;52,877938;Niederbarnimer Eisenbahn AG
8012016;BKDF;de:12072:900245036;Klasdorf Glashütte;13,543711;52,021383;DB Station und Service AG
8012021;WKB;de:13075:2195;Klein Bünzow;13,62244;53,923657;DB Station und Service AG
8012033;UKFA;de:16062:8012033;Kleinfurra;10,763196;51,417407;DB Station und Service AG
8012034;UKJ;de:15084:8012034;Kleinjena;11,781279;51,180265;DB Station und Service AG
8012036;DKRD;de:14625:6025;Kleinröhrsdorf;13,9901769;51,1346086;DB Station und Service AG
8012037;DKMA;de:14522:52037;Kleinschirma;13,2817572;50,9027419;DB Station und Service AG
8012040;LKK;de:15091:8012040;Klieken;12,371778;51,89453;DB Station und Service AG
8012043;BKG;de:12071:900445122;Klinge;14,518271;51,743608;DB Station und Service AG
8012044;DKC;de:14628:1243;Klingenberg-Colmnitz;13,501014;50,92597;DB Station und Service AG
8012045;DKN;de:14523:666;Klingenthal;12,462677;50,357163;DB Station und Service AG
8012046;LKLM;de:14730:8012046;Klitschmar;12,228895;51,508306;DB Station und Service AG
8012047;BKL;de:14626:8432;Klitten;14,5894521;51,3487314;DB Station und Service AG ?
8012053;DKLB;de:14522:55200;Klosterbuch;13,00406;51,157622;DB Station und Service AG
8012054;BKLF;de:12060:900350154;Klosterfelde;13,488131;52,791376;Niederbarnimer Eisenbahn AG
8012061;BKOD;de:14626:8645;Kodersdorf;14,916232;51,259554;DB Station und Service AG
8012064;UKOE;de:16068:8012064;Kölleda;11,244906;51,180274;DB Station und Service AG
8012065;WKP;de:13075:4134;Kölpinsee;14,022905;54,03529;Usedomer Bäderbahn GmbH
8012066;LKB;de:15086:8012066;Königsborn;11,756268;52,134011;DB Station und Service AG
8012067;DKB;de:14625:6101;Königsbrück;13,8998562;51,2601693;DB Station und Service AG
8012072;DKOH;de:14628:3500;Königstein(Sächs Schw);14,078899;50,919445;DB Station und Service AG
8012075;UKZ;de:16073:8012075;Könitz(Thür);11,4879119;50,6601124;DB Station und Service AG
8012079;DKTW;de:14628:3113;Köttewitz;13,859704;50,945143;DB Station und Service AG
8012080;LKTU;de:15088:8012080;Kötzschau;12,123904;51,304463;DB Station und Service AG
8012083;BKOW;de:12071:900445884;Kolkwitz;14,250169;51,75773;DB Station und Service AG
8012084;BKOS;de:12071:900445885;Kolkwitz Süd;14,242179;51,746913;DB Station und Service AG
8012086;WKO;de:13075:4136;Koserow;13,999275;54,045335;Usedomer Bäderbahn GmbH
8012088;UKR;de:16076:8012088;Kraftsdorf;11,930855;50,878075;DB Station und Service AG
8012089;BFIK;de:12067:900311233;Kraftwerk Finkenheerd;14,575654;52,263228;DB Station und Service AG
8012092;UKD;de:16071:8012092;Kranichfeld;11,203225;50,856335;DB Station und Service AG
8012093;WKG;de:13071:5787;Kratzeburg;12,941627;53,427803;DB Station und Service AG
8012096;BKRM;de:12065:900203452;Kremmen;13,040231;52,753347;DB Station und Service AG
8012097;LKNZ;de:14730:8012097;Krensitz;12,4613392;51,4905558;DB Station und Service AG
8012098;DKRO;de:14521:40496;Kretscham-Rothensehma;12,988245;50,46721;Sächsische Dampfeisenbahngesellschaft mbH
8012105;DKRP;de:14628:3610;Krippen;14,1601002;50,9131435;DB Station und Service AG
8012107;UKPR;de:16075:8012107;Krölpa-Ranis;11,5434176;50,677058;DB Station und Service AG
8012108;WKR;de:13072:2480;Kröpelin;11,791573;54,069137;DB Station und Service AG
8012109;WKRP;de:13072:2479;Kronskamp;12,315387;53,933556;DB Station und Service AG
8012113;DKRU;de:14628:3912;Krumhermsdorf;14,207348;50,992963;DB Station und Service AG
8012114;LKRP;de:15088:8012114;Krumpa;11,854636;51,289437;DB Station und Service AG
8012115;DKU;de:14625:7950;Kubschütz;14,509634;51,165726;DB Station und Service AG
8012117;LKUH;de:14729:8012117;Kühren;12,8332248;51,3493898;DB Station und Service AG
8012129;BKUM;de:12067:900310610;Kummersdorf(Storkow);13,874126;52,275064;DB Station und Service AG
8012131;DKJ;de:14626:9475;Kurort Jonsdorf;14,70661;50,853855;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH
8012132;DKJH;de:14626:9485;Kurort Jonsdorf Hst;14,725668;50,862151;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH
8012133;DKP;de:14628:1790;Kurort Kipsdorf;13,6765462;50,8059076;Sächsische Dampfeisenbahngesellschaft mbH
8012134;DKOW;de:14521:40533;Kurort Oberwiesenthal;12,971981;50,421178;Sächsische Dampfeisenbahngesellschaft mbH
8012135;DKOY;de:14626:9495;Kurort Oybin;14,745577;50,843662;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH
8012136;DKON;de:14626:9499;Kurort Oybin-Niederdorf;14,753624;50,862166;Sächsisch-Oberlausitzer Eisenbahngesellschaft mbH
8012138;DRAT;de:14628:3710;Kurort Rathen;14,075341;50,956816;DB Station und Service AG
8012141;LKYA;de:14730:8012141;Kyhna;12,2658759;51,5110729;DB Station und Service AG
8012142;WKY;de:12068:900205139;Kyritz;12,390945;52,942491;Regio Infra Nord-Ost GmbH & Co. KG
8012143;WLA;de:13072:1420;Laage(Meckl);12,339608;53,919599;DB Station und Service AG
8012145;BLW;de:14627:5440;Lampertswalde;13,6808538;51,3086285;DB Station und Service AG
8012146;WLAK;de:13073:11355;Lancken;13,607885;54,518032;DB Station und Service AG
8012147;LLBG;de:15088:8012147;Landsberg(b. Halle/Saale);12,166712;51,532899;DB Station und Service AG
8012148;LLAS;de:15088:8012148;Landsberg(b. Halle/Saale) Süd;12,172315;51,504396;DB Station und Service AG
8012150;DLAB;de:14612:6680;Langebrück(Sachs);13,841072;51,126751;DB Station und Service AG
8012155;ULF;de:15084:8012155;Langendorf;11,959322;51,181451;DB Station und Service AG
8012156;LLGS;de:15088:8012156;Langeneichstädt;11,7559075;51,3471499;DB Station und Service AG
8012159;ULAO;de:16075:8012159;Langenorla Ost;11,5924457;50,7307375;DB Station und Service AG
8012160;ULAW;de:16075:8012160;Langenorla West;11,579663;50,741877;DB Station und Service AG
8012161;LLAG;de:15085:8012161;Langenstein;10,979275;51,860457;DB Station und Service AG
8012162;LLWD;de:15083:8012162;Langenweddingen;11,532404;52,045554;DB Station und Service AG
8012163;DLW;de:14628:3824;Langenwolmsdorf;14,153669;51,036251;DB Station und Service AG
8012164;DLWM;de:14628:3828;Langenwolmsdorf Mitte;14,127331;51,038605;DB Station und Service AG
8012167;ULCH;de:15084:8012167;Laucha(Unstrut);11,678442;51,222058;DB Station und Service AG
8012169;BLH;de:12066:900435203;Lauchhammer;13,743242;51,474569;DB Station und Service AG
8012170;DLST;de:14628:1870;Lauenstein(Sachs);13,814398;50,786565;DB Station und Service AG
8012171;ULA;de:16072:8012171;Lauscha(Thür);11,160302;50,473314;DB Station und Service AG
8012174;DLZ;de:14625:6090;Laußnitz;13,879653;51,24825;DB Station und Service AG
8012175;BLA;de:14625:6810;Lauta(Nl);14,093147;51,447233;DB Station und Service AG
8012176;DLR;de:14521:52176;Lauter (Sachs);12,749028;50,568051;DB RegioNetz Infrastruktur GmbH
8012177;WLAM;de:13073:11400;Lauterbach Mole;13,503118;54,342219;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH
8012178;LLSB;de:14729:8012178;Lauterbach-Steinbach;12,619387;51,175036;DB Station und Service AG
8012180;ULE;de:16055:8012180;Legefeld;11,288262;50,926908;DB Station und Service AG
8012181;LSEL;de:14713:8012181;Leipzig Olbrichtstraße;12,3535;51,369887;DB Station und Service AG
8012183;LFLU;de:14730:8012183;Leipzig/Halle Flughafen;12,223426;51,423338;DB Station und Service AG
8012184;LLB;de:14713:8012184;Leipzig Bayerischer Bahnhof;12,381658;51,329267;DB Station und Service AG
8012186;LLMK;de:14713:8012186;Leipzig Markt;12,374612;51,34064;DB Station und Service AG
8012187;LMDR;de:14713:8012187;Leipzig MDR;12,386318;51,320067;DB Station und Service AG
8012188;LLG;de:14713:8012188;Leipzig-Gohlis;12,374533;51,362861;DB Station und Service AG
8012190;LLH;de:14713:8012190;Leipzig-Heiterblick;12,459979;51,369339;DB Station und Service AG
8012192;LLK;de:14713:8012192;Leipzig-Knauthain;12,309095;51,278181;DB Station und Service AG
8012193;LLMH;de:14713:8012193;Leipzig-Möckern;12,352271;51,364431;DB Station und Service AG
8012194;LLST;de:14713:8012194;Leipzig-Stötteritz;12,411428;51,324512;DB Station und Service AG
8012195;LLT;de:14713:8012195;Leipzig-Thekla;12,4307513;51,3716263;DB Station und Service AG
8012196;LLN;de:14713:8012196;Leipzig Nord;12,40106;51,364162;DB Station und Service AG
8012197;LLW;de:14713:8012197;Leipzig-Wahren;12,3214835;51,3806874;DB Station und Service AG
8012198;DLS;de:14522:80229;Leisnig;12,938389;51,160325;DB Station und Service AG
8012199;ULL;de:15084:8012199;Leißling;11,909824;51,185484;DB Station und Service AG
8012200;LLES;de:14713:8012200;Leipzig Essener Straße;12,3969877;51,376358;DB Station und Service AG ?
8012201;DRAU;de:14521:40585;Lengefeld-Rauenstein;13,202676;50,730583;DB RegioNetz Infrastruktur GmbH
8012202;LLWP;de:14713:8012202;Leipzig Wilhelm-Leuschner-Platz;12,375394;51,335396;DB Station und Service AG
8012203;DLFD;de:14523:418;Lengenfeld(Vogtl);12,373259;50,573121;DB Station und Service AG
8012204;LSVS;de:14713:8012204;Leipzig Slevogtstraße;12,344416;51,372944;DB Station und Service AG
8012205;BLTS;de:12064:900321540;Letschin;14,347447;52,632725;DB Station und Service AG
8012207;ULBN;de:16068:8012207;Leubingen;11,15332;51,205099;DB Station und Service AG
8012208;DLEU;de:14522:70336;Leubsdorf (Sachs);13,14131;50,80185;DB RegioNetz Infrastruktur GmbH
8012211;LLWN;de:15088:8012211;Leuna Werke Nord;12,0009273;51,3206657;DB Station und Service AG
8012212;LLWS;de:15088:8012212;Leuna Werke Süd;12,006637;51,306599;DB Station und Service AG
8012213;ULEU;de:16073:8012213;Leutenberg;11,447858;50,564819;DB Station und Service AG
8012215;BLE;de:12071:900445986;Leuthen(Cottbus);14,256108;51,695079;DB Station und Service AG
8012220;DLIG;de:14522:70355;Lichtenberg(Erzgeb);13,403754;50,840179;DB Station und Service AG
8012221;WLH;de:13003:840;Rostock-Lichtenhagen;12,070866;54,152403;DB Station und Service AG
8012222;ULIH;de:16073:8012222;Lichtenhain(a d Bergbahn);11,132371;50,592084;DB RegioNetz Infrastruktur GmbH
8012223;DLTS;de:14524:20304;Lichtenstein(Sachs);12,626412;50,757677;DB Station und Service AG
8012224;DLI;de:14524:1045;Lichtentanne(Sachs);12,419664;50,69935;DB Station und Service AG
8012225;ULIT;de:16073:8012225;Lichtentanne(Thür);11,481606;50,524377;DB Station und Service AG
8012226;WLBT;de:12068:900205130;Liebenthal(Prignitz);12,393594;53,151313;DB Station und Service AG
8012228;LLWZ;de:14713:8012228;Leipzig-Liebertwolkwitz;12,469248;51,28397;DB Station und Service AG
8012231;DLIM;de:14523:1119;Limbach(Vogtl);12,25315;50,587071;DB Station und Service AG
8012232;DLM;de:14522:55206;Limmritz(Sachs);13,049655;51,1178085;DB Station und Service AG
8012233;LLI;de:15091:8012233;Linda(Elster);13,085176;51,853056;DB Station und Service AG
8012236;LLIN;de:14713:8012236;Leipzig-Lindenau;12,321483;51,333756;DB Station und Service AG
8012237;BLNG;de:12067:900310600;Lindenberg(Mark);14,111705;52,203625;DB Station und Service AG
8012239;WLDW;de:12068:900205400;Lindow(Mark);12,981417;52,961586;Regio Infra Nord-Ost GmbH & Co. KG
8012241;LLO;de:14729:8012241;Lobstädt;12,448732;51,135997;DB Station und Service AG
8012247;DLOE;de:14627:4279;Lößnitzgrund;13,6539084;51,1212767;Sächsische Dampfeisenbahngesellschaft mbH
8012249;DLO;de:14628:3732;Lohmen;13,987904;50,98906;DB Station und Service AG
8012250;BLOH;de:14625:6987;Lohsa;14,398977;51,379478;DB Station und Service AG ?
8012252;ULHO;de:16076:8012252;Loitsch-Hohenleuben;12,0482844;50,734031;DB Station und Service AG
8012253;BSTH;de:12072:900245836;Ludwigsfelde-Struveshof;13,232152;52,317181;DB Station und Service AG
8012255;BLOS;de:12060:900200040;Lottschesee;13,498501;52,815398;Niederbarnimer Eisenbahn AG
8012257;BLU;de:12061:900261549;Lubolz;13,821351;51,962416;DB Station und Service AG
8012259;LLUC;de:15084:8012259;Luckenau;12,077902;51,093993;DB Station und Service AG
8012260;BLD;de:12072:900245016;Luckenwalde;13,160409;52,09059;DB Station und Service AG
8012262;WLOW;de:13076:9184;Lüblow(Meckl);11,464346;53,411042;DB Station und Service AG
8012263;LLBS;de:15086:8012263;Lübs(Magdeburg);11,93517;52,020211;DB Station und Service AG
8012264;WLST;de:13074:9120;Lübstorf;11,411316;53,728881;DB Station und Service AG
8012268;WLF;de:13074:5162;Lüdersdorf(Meckl);10,815143;53,832924;DB Station und Service AG
8012269;WLW;de:13072:537;Lüssow(Meckl);12,13786;53,843724;DB Station und Service AG
8012271;WLKL;de:13003:1503;Rostock-Lütten Klein;12,064985;54,138222;DB Station und Service AG
8012273;LLMS;de:14713:8012273;Leipzig Mockauer Straße;12,4121;51,3738;DB Station und Service AG
8012274;WLTW;de:13074:3356;Lützow;11,18043;53,655968;DB Station und Service AG
8012279;LEL;de:15087:8012279;Lutherstadt Eisleben;11,5508795;51,5183138;DB Station und Service AG
8012280;LWET;de:15091:8012280;Lutherstadt Wittenberg Altstadt;12,641431;51,863767;DB Station und Service AG
8012282;LWP;de:15091:8012282;Lutherstadt Wittenberg-Piesteritz;12,596775;51,871862;DB Station und Service AG
8012284;LMAC;de:14729:8012284;Machern(Sachs);12,627757;51,357628;DB Station und Service AG
8012285;LLA;de:14713:8012285;Leipzig-Lützschena;12,293091;51,390057;DB Station und Service AG
8012287;LMSO;de:15003:8012287;Magdeburg Südost;11,669977;52,07019;DB Station und Service AG
8012289;LMGE;de:15003:8012289;Magdeburg-Eichenweiler;11,657982;52,166448;DB Station und Service AG
8012291;LMSA;de:15003:8012291;Magdeburg-Salbke;11,656447;52,080745;DB Station und Service AG
8012292;LMS;de:15003:8012292;Magdeburg-Sudenburg;11,597136;52,120426;DB Station und Service AG
8012295;LMW;de:15083:8012295;Mahlwinkel;11,788824;52,39373;DB Station und Service AG
8012296;WIM;de:13071:17477;Inselstadt Malchow;12,423808;53,48201;Regio Infra Nord-Ost GmbH & Co. KG
8012298;DMAL;de:14628:1605;Malter;13,654343;50,923595;Sächsische Dampfeisenbahngesellschaft mbH
8012299;UMCH;de:16070:8012299;Manebach;10,862501;50,680291;Rennsteigbahn GmbH & Co. KG
8012302;LMBN;de:15083:8012302;Marienborn;11,123269;52,197904;DB Station und Service AG
8012304;LMAN;de:14729:8012304;Markkleeberg Nord;12,372204;51,287998;DB Station und Service AG
8012305;LMAR;de:15082:8012305;Marke;12,257028;51,7411;DB Station und Service AG
8012308;LMA;de:14729:8012308;Markkleeberg;12,372615;51,279029;DB Station und Service AG
8012311;LMKS;de:14729:8012311;Markranstädt;12,22476;51,30718;DB Station und Service AG
8012312;UML;de:16063:8012312;Marksuhl;10,224589;50,90835;DB Station und Service AG
8012314;UMAH;de:16070:8012314;Marlishausen;11,010056;50,819504;DB Station und Service AG
8012315;BMQU;de:12054:900220012;Marquardt;12,971627;52,458881;DB Station und Service AG
8012316;WMTF;de:13073:152;Martensdorf;12,930252;54,300918;DB Station und Service AG
8012317;UMT;de:16070:8012317;Martinroda;10,880943;50,733145;DB Station und Service AG
8012318;DMEA;de:14627:4055;Meißen Altstadt;13,4730953;51,159084;DB Station und Service AG
8012320;UME;de:16067:8012320;Mechterstädt;10,521367;50,943778;DB Station und Service AG
8012321;WMK;de:13074:5125;Dorf Mecklenburg;11,471343;53,842932;DB Station und Service AG
8012322;BMZ;de:12069:900222245;Medewitz(Mark);12,391829;52,060706;DB Station und Service AG
8012323;DMA;de:14524:10472;Meerane;12,4575841;50,8506212;DB Station und Service AG
8012326;DME;de:14627:4000;Meißen;13,482522;51,162957;DB Station und Service AG
8012327;DMT;de:14627:4079;Meißen Triebischtal;13,462529;51,152472;DB Station und Service AG
8012328;LME;de:15083:8012328;Meitzendorf;11,558967;52,209394;DB Station und Service AG
8012329;WMCH;de:12060:900350126;Melchow;13,694375;52,774871;DB Station und Service AG
8012330;UMEL;de:16073:8012330;Mellenbach-Glasbach;11,110281;50,60325;DB RegioNetz Infrastruktur GmbH
8012332;UMEN;de:16071:8012332;Mellingen(Thür);11,394318;50,950094;DB Station und Service AG
8012333;UMGH;de:16072:8012333;Mengersgereuth-Hämmern;11,118299;50,392892;DB Station und Service AG
8012334;UMHO;de:16072:8012334;Mengersgereuth-Hämmern Ost;11,127745;50,389471;DB Station und Service AG
8012339;LMGB;de:15088:8012339;Merseburg Bergmannsring;11,989651;51,337371;DB Station und Service AG
8012341;BMZD,BMZDN;de:12052:900470163;Cottbus-Merzdorf;14,366669;51,76891;DB Station und Service AG
8012343;LLVD;de:14713:8012343;Leipzig Völkerschlachtdenkmal;12,4062842;51,3187413;DB Station und Service AG
8012344;LMIA;de:14713:8012344;Leipzig Miltitzer Allee;12,267345;51,315353;DB Station und Service AG
8012346;UMEU;de:16073:8012346;Meuselbach-Schwarzmühle;11,079214;50,581412;DB RegioNetz Infrastruktur GmbH
8012348;WME;de:12070:900215609;Meyenburg;12,247161;53,311096;Regio Infra Nord-Ost GmbH & Co. KG
8012351;LMST;de:15081:8012351;Mieste;11,204771;52,48375;DB Station und Service AG
8012352;LMT;de:15081:8012352;Miesterhorst;11,120178;52,466251;DB Station und Service AG
8012353;WMF;de:12073:900340752;Milmersdorf;13,63731;53,099216;Niederbarnimer Eisenbahn AG
8012354;LMI;de:15090:8012354;Miltern;11,936624;52,563344;DB Station und Service AG
8012355;LMIZ;de:14713:8012355;Leipzig-Miltitz;12,25503;51,325316;DB Station und Service AG
8012358;WMI;de:13073:839;Miltzow;13,201008;54,199263;DB Station und Service AG
8012361;WMIR;de:13071:90002;Mirow;12,820759;53,27043;Regio Infra Nord-Ost GmbH & Co. KG
8012362;WMIS;de:13072:1539;Mistorf;12,123044;53,880497;DB Station und Service AG
8012366;DMST;de:14521:20728;Mitteloelsnitz;12,706665;50,718031;City-Bahn Chemnitz GmbH
8012367;UMSK;de:16066:8012367;Mittelschmalkalden;10,400055;50,717714;DB Station und Service AG
8012369;DMW;de:14522:60326;Mittweida;12,959863;50,987545;DB Station und Service AG
8012370;BMX;de:12067:900311470;Mixdorf;14,394802;52,19778;DB Station und Service AG
8012371;LMRN;de:14730:8012371;Mockrehna;12,819504;51,505606;DB Station und Service AG
8012373;LMGI;de:12063:900210197;Mögelin;12,329815;52,560089;DB Station und Service AG
8012375;LMLK;de:14713:8012375;Leipzig-Mölkau;12,45982;51,325238;DB Station und Service AG
8012376;WMOE;de:13071:3628;Mölln(Meckl);13,084507;53,585939;DB Station und Service AG
8012377;WMN;de:13072:565;Mönchhagen;12,225336;54,14357;DB Station und Service AG
8012378;LMGN;de:15090:8012378;Möringen(Altm);11,748849;52,581661;DB Station und Service AG
8012381;LMOS;de:15086:8012381;Möser;11,78462;52,218981;DB Station und Service AG
8012384;WMOI;de:13074:9142;Moidentin;11,481918;53,806071;DB Station und Service AG
8012387;DMO;de:14627:4340;Moritzburg;13,683435;51,155587;Sächsische Dampfeisenbahngesellschaft mbH
8012388;DML;de:14524:52388;Mosel;12,481399;50,783598;DB Station und Service AG
8012390;LMCH;de:15088:8012390;Mücheln(Geiseltal);11,804437;51,307641;DB Station und Service AG
8012391;BMC;de:14626:8468;Mücka;14,708179;51,319529;DB Station und Service AG ?
8012392;LMCZ;de:15088:8012392;Mücheln(Geiseltal) Stadt;11,813771;51,303855;DB Station und Service AG
8012393;LMUA;de:15091:8012393;Mühlanger;12,748212;51,855712;DB Station und Service AG
8012394;DMHL;de:14628:3144;Mühlbach(Pirna);13,8187838;50,9141176;DB Station und Service AG
8012400;BMR;de:12067:900311475;Müllrose;14,434246;52,242046;DB Station und Service AG
8012401;UMU;de:16071:8012401;München(Bad Berka);11,254596;50,870051;DB Station und Service AG
8012407;DMUL;de:14522:70371;Mulda(Sachs);13,413153;50,808999;DB Station und Service AG
8012408;DMH;de:14522:45301;Muldenhütten;13,3888042;50,905685;DB Station und Service AG
8012409;LMD;de:15082:8012409;Muldenstein;12,354047;51,667787;DB Station und Service AG
8012410;LNHM;de:15089:8012410;Nachterstedt-Hoym;11,333025;51,802908;DB Station und Service AG
8012412;DNA;de:14522:70142;Nassau(Erzgeb);13,485766;50,769601;DB Station und Service AG
8012413;WNAS;de:12065:900200043;Nassenheide;13,239198;52,816919;DB Station und Service AG
8012414;LNAU;de:15088:8012414;Nauendorf(Saalkr);11,884262;51,6088327;DB Station und Service AG
8012415;UNMO;de:15084:8012415;Naumburg(Saale)Ost;11,823895;51,155525;DB Station und Service AG
8012416;LNH;de:14729:8012416;Naunhof;12,594242;51,277086;DB Station und Service AG
8012417;UNE;de:15084:8012417;Nebra;11,570126;51,28344;DB Station und Service AG
8012418;WNL;de:12073:900340979;Nechlin;13,90288;53,440927;DB Station und Service AG
8012421;WNA;de:13071:5300;Neetzka;13,500838;53,533518;DB Station und Service AG
8012423;LNI;de:15085:8012423;Neinstedt;11,084893;51,752368;DB Station und Service AG
8012424;LNDG;de:15088:8012424;Nemsdorf-Göhrendorf;11,6606462;51,3577735;DB Station und Service AG
8012425;LNS;de:12063:900210318;Nennhausen;12,50279;52,59991;DB Station und Service AG
8012426;DNGM;de:14521:40491;Nennigmühle;13,253168;50,691091;DB RegioNetz Infrastruktur GmbH
8012428;WNED;de:12068:900205022;Netzeband;12,628103;52,995556;DB Station und Service AG
8012429;UNRO;de:15084:8012429;Naumburg-Roßbach;11,77953;51,170649;DB Station und Service AG
8012430;DNZU;de:14523:929;Netzschkau;12,244275;50,611404;DB Station und Service AG
8012436;WNWO;de:13072:1265;Neu Wokern;12,500916;53,760033;DB Station und Service AG
8012438;WNB;de:13072:2597;Neubukow;11,677763;54,030779;DB Station und Service AG
8012440;UAT;de:16065:8012440;Artern;11,310757;51,36324;DB Station und Service AG
8012442;DNDF;de:14521:55990;Neudorf(Erzgeb);12,97404;50,47803;Sächsische Dampfeisenbahngesellschaft mbH
8012443;UNS;de:16074:8012443;Neue Schenke;11,63763;50,875388;DB Station und Service AG
8012445;BT;de:12071:900446411;Teichland;14,423813;51,818613;DB Station und Service AG
8012452;UNHI;de:16072:8012452;Neuhaus-Igelshieb;11,146107;50,501051;DB Station und Service AG
8012454;DNF;de:14626:9350;Neugersdorf;14,611635;50,986636;DB Station und Service AG
8012456;BNH;de:12071:900446070;Neuhausen(Cottbus);14,41266;51,68703;DB Station und Service AG
8012458;BNE;de:12072:900245034;Neuhof(b Zossen);13,479582;52,139674;DB Station und Service AG
8012460;DNKO;de:14625:7230;Neukirch(Lausitz)Ost;14,322047;51,09075;DB Station und Service AG
8012462;DNK;de:14521:60819;Neukirchen-Klaffenbach;12,893604;50,771031;City-Bahn Chemnitz GmbH
8012463;LNWY;de:14729:8012463;Neukirchen-Wyhra;12,533536;51,087846;DB Station und Service AG
8012465;UNME;de:16076:8012465;Neumühle(Elster);12,1698368;50,7021319;DB Station und Service AG
8012467;LN;de:15089:8012467;Neundorf(Anh);11,59376;51,824698;DB Station und Service AG
8012468;UNH;de:16075:8012468;Neunhofen;11,71444;50,724345;DB Station und Service AG
8012469;BNP;de:12066:900435347;Neupetershain;14,161703;51,606324;DB Station und Service AG
8012470;DNP;de:14626:9255;Neusalza-Spremberg;14,526247;51,034251;DB Station und Service AG
8012471;DNZ;de:14627:4194;Neusörnewitz;13,552767;51,147553;DB Station und Service AG
8012472;UNU;de:16075:8012472;Neustadt(Orla);11,757621;50,73479;DB Station und Service AG
8012474;WNG;de:13076:137;Neustadt-Glewe;11,593779;53,37764;DB Station und Service AG
8012475;BNTB;de:12064:900321139;Neutrebbin;14,237036;52,676327;DB Station und Service AG
8012478;LNW,LNW H;de:14713:8012478;Leipzig Messe;12,389278;51,396145;DB Station und Service AG
8012479;BNZ;de:12067:900310601;Neuzelle;14,648866;52,098797;DB Station und Service AG
8012482;DNDR;de:14627:4120;Niederau;13,5604173;51,1760943;DB Station und Service AG
8012483;DNBO;de:14522:52483;Niederbobritzsch;13,440637;50,901389;DB Station und Service AG
8012485;WNW;de:12060:900350493;Niederfinow;13,928948;52,830668;DB Station und Service AG
8012487;LNF;de:12072:900245017;Niedergörsdorf;12,978931;51,96793;DB Station und Service AG
8012489;BNDL;de:12061:900260010;Niederlehme;13,652526;52,301976;DB Station und Service AG
8012490;LNR;de:15083:8012490;Niederndodeleben;11,502663;52,129976;DB Station und Service AG
8012491;DNOW;de:14626:9715;Niederoderwitz;14,724414;50,9523;DB Station und Service AG
